12  188  452  628 
26.60585      84.34926      171.5844      228.8447 
25.86301      83.51826      171.2143      229.2913 
26.38005       84.6501      171.9779      230.5789 
26.10321      84.18415       171.277      229.5492 
26.6075       85.2425      172.5954      230.5218 
26.69863      84.27198      171.3333      228.8179 
27.12624      85.59233      172.3056      229.2703 
26.00769      83.90716      171.4119      229.8005 
25.90172      82.84149      170.2009      228.3778 
26.88329      84.96842      171.5349      229.7614 
26.19072      83.35677      170.3014      228.4987 
26.54884      84.95465      171.9627      229.5522 
25.20596      83.71324      171.1321      229.3859 
24.8777       81.4233      168.6466      227.7045 
26.85488      84.81882      171.8699       229.835 
27.2698      85.94183      172.8037      230.3113 
25.27717        82.595      170.0976      228.7422 
25.95822      84.95187      172.6098      230.1129 
26.40367      83.41927      170.5185      228.6923 
25.86534      83.31915      170.4966      229.2537 
26.16307       83.1872      170.7679      228.9739 
26.88859      84.90732      172.2178      230.7494 
26.55978      84.95508      172.3303      230.0812 
26.05607      82.90299      169.8527      228.3876 
26.01463      83.16746      170.4177      228.7937 
26.24719      83.62594      170.3979      228.5338 
26.52594      84.67848      172.1407      229.7557 
25.64191      82.62745      169.6763      228.6657 
25.9854      83.92892      170.9406      228.9138 
25.62818      83.70024      170.6031      228.5737 
26.89438      84.25238      171.3589      229.5518 
26.75467      84.00217      170.5429      228.3478 
