7.9228	19.396	31.334	43.296	55.374	67.175	79.354	91.562	103.66	115.84	128.04	140.21	152.35	164.44	176.59	188.73	200.71	212.87	224.89	237.01	248.32
8.0923	20.065	32.02	43.881	56.072	67.907	80.305	92.103	104.14	116.28	128.57	140.73	152.96	165.1	177.06	189.14	201.05	213.07	224.99	237.09	248.07
9.0489	20.984	33	44.856	56.779	68.578	80.548	92.819	104.78	117.06	129.05	141.12	153.19	165.49	177.59	189.49	201.64	213.72	225.54	237.32	248.54
7.5889	19.287	31.573	43.628	55.868	68.056	80.163	92.267	104.46	116.86	128.97	141.12	153.3	165.67	177.79	189.92	202	214.12	226.06	237.95	249.07
8.0106	19.715	31.689	43.541	55.391	67.355	79.259	91.455	103.61	115.69	127.81	140.01	152.24	164.37	176.5	188.67	200.61	212.85	224.95	237.12	248.6
7.1407	18.97	30.799	42.758	54.687	66.767	78.763	90.858	102.96	115.18	127.33	139.76	151.78	163.87	175.81	188.25	200.21	212.31	224.2	236.3	247.67
8.1708	19.775	31.842	43.558	55.497	67.317	79.271	91.319	103.38	115.48	127.67	139.87	152.03	164.45	176.39	188.65	200.66	212.63	224.85	236.67	247.97
7.1382	18.988	31.085	43.072	55.214	67.318	79.357	91.378	103.52	115.63	127.94	139.98	152.11	164.27	176.43	188.55	200.68	212.81	224.96	236.79	246.88
7.9191	19.672	31.641	43.749	55.828	67.707	79.742	91.991	104.14	116.22	128.54	140.57	152.69	164.81	176.89	188.99	201.19	213.24	225.38	237.54	249.01
7.352	19.276	31.619	43.845	55.937	68.11	80.303	92.626	104.81	117.03	129.17	141.41	153.57	165.64	177.82	189.88	201.7	213.72	225.51	237.51	248.63
6.7312	18.449	30.712	42.663	54.837	66.955	79.09	91.235	103.58	115.92	128.1	140.37	152.74	164.94	177.09	189.25	201.37	213.47	225.56	237.64	249.15
8.1076	19.878	31.995	44.059	56.02	68.192	80.225	92.175	104.4	116.52	128.7	140.95	152.95	165.03	177.06	189.18	201.16	213.05	224.9	236.83	247.86
8.0691	20.012	31.921	44.015	55.891	68.12	80.036	92.326	104.22	116.54	128.81	141.02	153.14	165.39	177.53	189.77	201.88	213.92	225.93	238.19	249.32
7.4304	19.171	31.138	43.226	55.145	67.201	79.236	91.408	103.56	115.8	127.95	140.19	152.26	164.68	176.71	188.89	200.94	212.89	224.77	236.91	248.29
6.7202	18.522	30.614	42.737	54.74	66.932	78.956	91.105	103.33	115.4	127.82	139.98	152.1	164.21	176.48	188.58	200.65	212.77	224.84	236.76	247.93
6.8271	18.715	30.806	42.748	54.95	67.037	79.169	91.146	103.4	115.54	127.74	139.97	152.05	164.19	176.18	188.25	200.22	212.3	224.09	235.92	247.14
7.6462	19.232	31.16	43.065	55.095	67.033	79.176	91.251	103.42	115.63	127.74	139.99	152.18	164.3	176.56	188.6	200.66	212.6	224.66	236.62	247.75
7.0649	18.967	30.842	42.916	54.858	67.013	78.982	91.086	103.31	115.4	127.77	139.85	152.04	164.08	176.41	188.41	200.53	212.36	224.38	236.51	247.6
6.591	18.348	30.273	42.259	54.246	66.3	78.374	90.532	102.73	114.79	126.97	139.3	151.3	163.58	175.68	187.67	199.71	211.74	223.87	235.72	246.93
6.9679	18.798	30.826	42.873	54.92	67.022	79.003	91.07	103.26	115.44	127.69	139.82	151.81	163.77	175.82	187.81	200.14	211.89	223.88	235.86	246.76
6.9439	18.688	30.688	42.735	54.895	66.822	78.944	91.164	103.22	115.56	127.81	140.02	152.25	164.46	176.73	188.84	201	212.96	225.04	237.21	248.54
7.0944	18.863	30.844	42.803	54.781	66.716	78.778	90.941	103.1	115.02	127.32	139.6	151.69	163.81	175.84	187.97	200.06	212.15	224.02	236.01	247.33
8.2179	20.047	32.039	43.979	55.884	67.922	79.965	92.063	104.22	116.29	128.49	140.73	153	165.12	177.29	189.41	201.52	213.63	225.67	237.8	249.02
8.0372	19.547	31.428	43.33	55.37	67.295	79.192	91.154	103.23	115.24	127.16	139.63	152.39	164.64	176.57	188.69	200.62	212.59	224.43	236.42	247.73
7.278	18.744	30.87	42.928	54.85	66.886	78.868	91.004	103.07	115.39	127.58	139.93	152.16	164.35	176.65	188.79	200.99	213.28	225.4	237.48	249.07
7.9274	19.687	31.799	43.807	55.816	67.922	80.102	92.174	104.34	116.55	128.94	141.07	153.12	165.56	177.77	189.81	201.96	213.91	226.1	238.23	249.39
9.1979	21.101	33.486	45.081	56.65	69.009	80.966	93.179	105.21	117.34	129.6	142.08	153.97	166.13	178.1	190	202.06	213.95	225.8	237.84	249.06
7.178	19.001	31.085	43.129	55.158	67.364	79.367	91.459	103.58	116.11	128.3	140.4	152.65	164.76	176.98	189.01	201.02	213.02	225.18	237.28	248.21
7.4097	19.14	31.192	43.288	55.171	67.077	79.201	91.249	103.34	115.56	127.83	139.94	152.13	164.26	176.5	188.64	200.62	212.64	224.34	236.48	247.7
5.8089	17.672	29.779	41.813	54.008	65.999	78.28	90.229	102.31	114.73	126.95	139.07	151.13	163.54	175.5	187.95	199.85	212.04	224.13	236.10	247.71
8.0944	19.813	31.718	43.774	55.701	67.784	79.941	92.169	104.2	116.31	128.6	140.88	153.05	165.16	177.23	189.68	201.67	213.66	226.02	238.02	249.25
6.4	18.418	31.298	43.130	54.6	68.012	79.999	92.179	104.33	116.61	128.53	140.33	153.17	165.30	177.25	188.57	201.37	213.60	225.67	237.89	249.00
7.1823	19.054	30.998	42.963	55.103	67.108	79.091	91.178	103.29	115.45	127.7	139.92	152.04	164.07	176.24	188.36	200.44	212.46	224.53	236.57	247.91
7.2728	19.333	31.303	43.293	55.144	67.149	79.3	91.361	103.35	115.4	127.61	139.8	151.95	164.02	176.04	188.08	200.09	211.99	224	235.83	246.95
8.4355	20.402	32.422	44.475	56.361	68.585	80.674	92.949	105.14	117.3	129.41	141.56	153.73	166	177.99	190.06	202.06	214.11	226.1	238.09	249.18
5.8013	17.388	29.514	41.499	53.473	65.555	77.714	89.883	102	114.23	126.44	138.63	150.86	163	175.2	187.32	199.29	211.46	223.39	235.4	246.82
8.5796	20.369	32.465	44.27	56.416	68.288	80.337	92.462	104.56	116.87	128.93	141	153.1	165.24	177.46	189.42	201.41	213.3	225.27	237.29	248.42
9.1841	20.788	32.712	44.663	56.464	68.459	80.408	92.573	104.74	116.77	128.96	141.04	153.22	165.27	177.65	189.64	201.6	213.64	225.5	237.54	248.76
7.5232	19.495	31.474	43.508	55.524	67.575	79.803	91.944	104.14	116.29	128.56	140.76	152.87	165	177.11	189.31	201.38	213.35	225.35	237.35	248.57
7.0659	18.845	30.892	42.945	55.116	67.224	79.492	91.851	104.01	116.13	128.21	140.4	152.45	164.47	176.44	188.55	200.33	212.08	223.97	235.83	246.96
6.9917	18.565	30.709	42.703	54.729	66.86	78.902	91.106	103.24	115.44	127.75	139.93	152.04	164.3	176.48	188.54	200.76	212.75	224.81	237.01	248.27
7.2149	18.925	30.869	42.95	54.8	67.009	79.165	91.087	103.37	115.43	127.57	139.86	151.96	164.07	176.11	188.21	200.08	212.16	224.04	236.01	247.13
8.2428	20.06	32.136	44.059	56.185	68.227	80.269	92.438	104.51	116.79	128.94	141.13	153.4	165.67	177.75	189.71	201.79	213.72	225.78	237.75	248.94
8.3481	20.257	32.218	44.277	56.361	68.325	80.446	92.714	104.79	117.08	129.22	141.37	153.49	165.69	177.87	189.71	201.87	213.79	225.71	237.61	248.68
7.553	19.187	31.076	43.119	54.92	66.878	78.892	91.123	103	115.09	127.12	139.51	151.71	163.78	175.94	188.08	200.19	212.19	224.3	236.48	247.85
7.1812	18.897	30.7	42.803	54.727	66.582	78.642	90.813	102.89	114.99	127.22	139.41	151.63	163.82	175.76	187.73	200.08	212.03	224.11	236.11	247.74
7.1284	18.773	30.565	42.59	54.526	66.499	78.675	90.738	102.95	115.04	127.09	139.29	151.45	163.63	175.76	187.76	199.78	211.84	223.74	235.73	246.84
7.5971	19.826	31.91	43.894	55.892	68.004	80.131	92.105	104.22	116.59	128.77	141.18	153.36	165.5	177.77	189.99	202.02	213.98	226.1	238.12	249.14
7.9388	19.533	31.464	43.465	55.332	67.421	79.382	91.484	103.71	115.99	128.19	140.22	152.56	164.74	176.99	189	201.04	213.1	225.17	237.37	248.97
7.8976	19.78	31.699	43.774	55.762	67.594	79.694	92.09	104.19	116.16	128.39	140.53	152.84	164.93	176.97	189	201	212.91	224.92	236.77	247.94
8.1913	20.043	32.112	44.176	56.262	68.281	80.326	92.47	104.83	117.15	129.27	141.6	153.97	166.11	178.26	190.43	202.46	214.43	226.5	238.74	249.96
6.6219	18.431	30.398	42.646	54.601	66.629	78.737	90.944	103.02	115.17	127.17	139.34	151.48	163.66	175.78	187.75	199.76	211.68	223.49	235.34	246.7
7.6768	19.228	31.133	43.28	55.331	67.396	79.434	91.681	103.89	116.29	128.27	140.9	153.22	165.27	177.45	189.69	201.86	213.97	226.19	238.35	249.95
8.0476	19.602	31.659	43.599	55.622	67.505	79.448	91.747	104.19	116.08	128.23	140.49	152.8	164.97	176.99	189.04	201.03	213.08	225.21	237.19	248.42
7.177	18.778	30.825	42.682	54.73	66.768	78.93	91.037	103.02	115.17	127.36	139.59	151.81	163.89	175.96	188.1	200.04	212.06	224.02	236.06	247.32
8.0981	19.997	31.963	44.046	56.197	68.139	80.24	92.288	104.37	116.62	128.87	141.02	153.1	165.21	177.46	189.67	201.6	213.77	225.82	237.7	249.02
7.2166	18.869	30.94	43.016	55.043	67.045	79.224	91.302	103.46	115.69	127.85	140.02	152.12	164.24	176.36	188.63	200.7	212.87	224.99	237.06	248.27
7.8656	19.625	31.544	43.605	55.675	67.662	79.667	91.881	103.96	116.1	128.22	140.53	152.72	164.93	177	189.2	201.28	213.3	225.33	237.37	248.61
7.1869	18.924	30.986	43.078	55.19	67.218	79.294	91.389	103.52	115.77	127.98	140.13	152.22	164.44	176.55	188.76	201.36	213.89	226.22	238.17	249.26
7.9159	19.666	31.811	43.85	55.933	68.057	80.145	92.292	104.41	116.64	128.85	141.06	153.29	165.36	177.82	189.93	202.03	214.19	226.24	238.32	249.68
8.0969	19.595	31.511	43.496	55.321	67.271	79.374	91.817	104.12	116.35	128.48	140.51	152.56	164.9	177.31	189.49	201.78	214.06	226.33	238.67	249.88
7.5723	19.367	31.518	43.673	55.646	67.806	80.029	92.049	104.21	116.28	128.56	140.96	153.02	165.16	177.3	189.15	201.23	213.18	225.19	237.28	248.32
5.6257	17.431	29.533	41.664	53.633	65.725	77.908	90.02	102.31	114.57	126.81	138.97	151.33	163.43	175.65	187.73	199.75	211.91	223.85	235.97	247.26
6.752	18.528	30.637	42.758	54.906	66.986	79.12	91.228	103.37	115.71	127.89	140.06	152.21	164.34	176.45	188.6	200.58	212.41	224.33	236.2	247.47
8.6506	20.246	32.117	44.04	55.921	67.896	79.812	91.821	103.99	116.01	128.1	140.2	152.45	164.57	176.63	188.85	200.84	212.93	224.97	237	248.36
7.7412	19.59	31.759	43.811	55.884	68.099	80.283	92.509	104.71	116.95	129.14	141.37	153.63	165.83	177.91	190.01	202.05	214.14	226.12	238.05	249.26
7.7275	19.628	31.767	43.936	56.032	68.129	80.41	92.614	104.88	116.97	129.26	141.45	153.66	165.85	177.83	189.94	202.13	214.06	226.03	237.99	249.2
7.6849	19.541	31.583	43.604	55.525	67.672	79.768	91.907	103.97	116.04	128.13	140.51	152.76	164.89	176.87	188.92	201	213.06	225.01	236.92	248.18
8.5654	20.16	32	43.944	55.771	67.539	79.564	91.604	103.59	115.7	127.76	139.91	151.9	164.16	176.38	188.37	200.43	212.36	224.58	236.72	247.81
6.633	18.201	30.115	42.147	54.189	66.158	78.195	90.241	102.34	114.55	126.6	138.64	150.76	162.81	174.8	186.79	198.83	210.76	222.83	234.65	245.86
6.8691	18.488	30.525	42.476	54.495	66.489	78.638	90.645	102.93	115.08	127.14	139.39	151.58	163.88	175.96	188.08	200.2	212.24	224.35	236.33	247.71
7.6339	19.338	31.48	43.422	55.419	67.477	79.556	91.755	103.94	116.05	128.25	140.54	152.63	164.76	176.74	188.77	200.66	212.72	224.7	236.63	247.78
9.4565	21.378	33.345	45.37	57.315	69.005	81.048	93.089	105.09	117.06	129.08	141.13	153.12	165.25	177.27	189.29	201.14	213.01	224.95	236.78	247.89
9.1594	21.162	32.969	44.682	56.346	68.385	80.31	92.207	104.06	116.01	128.14	140.04	152.25	164.29	176.4	188.34	200.15	211.91	223.69	235.85	246.73
10.011	21.821	33.604	45.542	57.383	69.374	81.299	93.212	105.25	117.16	129.2	141.3	153.35	165.22	177.33	189.1	201	212.89	224.81	236.7	247.87
8.0389	19.906	31.793	43.805	55.671	67.724	79.688	91.822	103.85	115.94	127.92	140.02	152.02	164.38	176.27	188.38	200.23	211.9	223.95	235.78	246.95
6.8969	19.043	30.96	42.748	54.575	66.338	78.217	90.296	102.21	114.24	126.28	138.35	150.33	162.42	174.66	186.89	198.99	211.18	223.41	235.87	247.19
7.3251	19.01	30.881	42.854	54.67	66.621	78.588	90.69	102.87	114.97	127	139.08	151.32	163.47	175.5	187.61	199.58	211.59	223.47	235.48	246.82
7.8486	19.563	31.557	43.549	55.631	67.575	79.682	91.901	103.96	115.98	128.05	140.36	152.48	164.61	176.62	188.54	200.42	212.4	224.13	236.11	247.52
7.7865	19.346	31.427	43.403	55.391	67.323	79.357	91.375	103.38	115.48	127.64	139.81	151.86	163.81	175.77	187.82	199.72	211.68	223.62	235.52	246.7
8.1527	19.739	31.525	43.521	55.524	67.966	80.235	92.601	104.68	116.71	128.79	140.95	153.02	165.11	177.31	189.3	201.33	213.39	225.37	237.2	248.52
7.9164	19.475	31.504	43.401	55.38	67.404	79.551	91.669	103.79	115.93	128.07	140.38	152.51	164.76	176.81	189.08	201.17	213.32	225.41	237.59	248.9
8.4224	20.193	32.236	44.281	56.166	68.131	80.27	92.22	104.36	116.5	128.73	140.96	153.05	165.21	177.44	189.56	201.66	213.67	225.82	237.75	249.07
7.4732	19.431	31.445	43.518	55.624	67.655	79.931	92.08	104.3	116.29	128.52	140.79	152.99	165.09	177.06	189.14	201.12	213.08	225.26	237.3	248.74
8.3562	19.979	31.863	43.75	55.754	67.631	79.6	91.791	103.88	116.05	128.21	140.46	152.63	164.6	176.7	188.67	200.8	212.69	224.75	236.91	248.45
7.0775	18.583	30.56	42.512	54.538	66.506	78.442	90.667	102.77	114.93	127.03	139.18	151.41	163.63	175.75	187.78	199.79	211.78	223.75	235.65	247.04
8.2733	20.107	32.099	44.169	56.234	68.086	80.212	92.119	104.23	116.21	128.33	140.42	152.59	164.78	176.73	188.87	200.79	212.6	224.65	236.49	247.74
8.0199	19.82	31.937	43.912	56.017	68.074	80.125	92.226	104.29	116.61	128.84	141.03	153.32	165.37	177.63	189.76	201.85	213.99	225.94	238.21	249.36
7.1636	18.664	30.466	42.448	54.277	66.07	78.056	90.034	102.07	114.09	126.27	138.39	150.63	162.63	174.62	186.69	198.71	210.67	222.74	234.73	246.4
7.1043	18.784	30.787	42.634	54.579	66.755	78.742	90.991	103.03	115.2	127.38	139.58	151.8	163.86	176.04	188.18	200.25	212.34	224.29	236.46	247.9
6.7318	18.403	30.574	42.679	54.561	66.528	78.492	90.766	102.89	114.97	127.04	139.33	151.63	163.82	175.71	187.79	199.69	211.79	223.87	235.9	247.09
6.8558	18.583	30.688	42.61	54.671	66.785	78.839	90.972	103.09	115.36	127.53	139.78	151.89	164.17	176.38	188.41	200.55	212.51	224.59	236.62	247.85
6.8279	18.499	30.622	42.609	54.682	66.78	78.876	90.972	103.16	115.31	127.61	139.75	151.94	164.08	176.31	188.49	200.47	212.49	224.49	236.51	247.69
5.719	17.591	30.055	42.073	54.157	66.318	78.586	90.934	103.07	115.58	127.82	140.15	152.64	164.84	177.06	189.41	201.66	213.87	226.21	238.19	249.64
6.8058	18.691	30.798	42.86	54.917	66.978	79.085	91.158	103.56	115.72	127.78	140.04	152.43	164.62	176.63	188.8	200.71	212.8	224.87	236.87	248.07
5.2045	17.06	29.491	41.652	53.737	65.966	78.098	90.42	102.75	114.97	127.27	139.55	151.89	164.05	176.39	188.44	200.64	212.63	224.79	236.95	248.12
