12  188  452  628 
27.52156      85.97163      172.7043      229.7535 
26.3929      84.03321       171.649      230.0513 
27.47197      86.63732      173.9732      231.3914 
26.87203      85.11355      172.2823      229.9664 
26.78228      85.22042      172.3607      230.6236 
27.21467      84.73029      171.5844      229.2689 
26.96655      84.53603      171.2595       229.295 
26.42308      84.63602      172.0122      230.1913 
26.36707      84.42312       171.153      229.1974 
26.84988      84.32533      171.2027      229.4868 
27.1175      84.54076      171.3103      229.0888 
26.65276      84.55006       171.829      229.7693 
25.91281      84.11417      171.8085       229.755 
24.98505      81.87536      168.8942      228.3406 
27.06815       85.2529      172.3475      230.3852 
27.68537      86.22754       172.871       230.392 
25.98347      83.74708      171.4256      229.5563 
25.88553      84.29605       171.886      230.3757 
26.61586       83.5932      170.6939      228.9323 
26.26803      84.05417      171.2457      229.4108 
26.2409      83.01926       170.028      228.8008 
27.35387      85.76852      173.3174      231.2332 
26.14575      83.67317      170.8945      229.5183 
26.49182      83.60732      170.5132       228.971 
25.95349      82.45696      169.4754      228.5885 
26.42527      83.57576       170.238      228.4693 
26.84311      84.58645        171.93       229.963 
26.82353      84.64791      171.6597      229.3943 
26.48679      84.52415      171.4045      229.1844 
25.73853      84.31785      171.6375      228.9424 
26.96437      84.54331      171.4321      229.4289 
26.95702      84.26546       171.213       229.166 
