12  188  452  628 
27.73209      85.42808      171.2548      228.7792 
27.26406      85.18519      171.0865      228.8042 
27.39737      85.44295      171.7462      229.1423 
27.84817      85.80583      171.3061      229.1025 
27.49457      86.03939      171.8324      229.3378 
27.51955      86.64336       173.009      230.0607 
27.53571      85.48973      171.6076      229.3074 
27.18154      84.80836      170.9349       228.597 
27.50272      86.47866      173.0385      229.9634 
27.27635      86.37134      172.2235      229.7252 
27.71726      86.71378      172.6927      230.5652 
27.51442      84.98955      171.4759      229.3277 
27.42532      86.13712      171.7007      228.9291 
26.98095      83.58844      169.7516       228.612 
27.33105       85.6051      171.3634      229.2588 
27.16944      84.55882       170.785      228.8622 
27.61864      85.53571        172.19      229.5321 
27.41429      84.28239      170.4903      228.9302 
27.62602      86.53903      172.3569      229.5756 
27.34337      85.19355       170.982      228.5361 
27.70925      84.91536      170.7965      228.7203 
27.66398        85.744      171.6831       229.352 
27.69577      85.37079      170.9251      229.2388 
27.53481      84.39103       170.196      228.6241 
27.81117      85.02374       170.625      228.9636 
27.62141      86.35385      172.0254      229.3667 
26.79275      83.39338       169.659      227.8651 
28.5625      86.24737      172.1056      230.0522 
27.36408       85.5184       171.628      229.2164 
28.13018       86.1532      172.0897      229.0732 
27.55752      85.08146      170.9744      228.9691 
29.20787      85.82943      171.1211      227.8243 
