12  188  452  628 
26.06566      85.56209      165.7482           228 
27.64228       89.7625      165.0853      230.5685 
26.47191      88.07447      165.1501      228.5875 
26.04587      89.33333        165.39      230.5556 
25.73684      90.97101      165.1691      231.2047 
30.275      90.96138      171.3691      231.2903 
28.75758      90.78367       166.576      231.2783 
29.35294      90.69805      175.2824      231.3678 
27.32609      91.51648      166.4473      231.6058 
27.76471      90.82479      164.9568      228.1416 
25.5942      84.51613       166.032       222.831 
25.77778      81.14286      165.6791      224.3636 
27.17544      91.09774         165.7      230.8242 
27.47059      91.38421      165.4884      230.2195 
25.98182       90.8884      169.3532      230.4632 
27.64286      90.80892      165.6756       231.381 
27.91304       91.1871      167.2395      230.7905 
25.48624      81.66667      165.9514      226.3036 
28.6      90.64103      165.4798         230.6 
28.25926      90.99023      168.9883      231.1565 
28.82759      91.27304        165.83      231.1575 
25.57064      79.54333      167.0651      223.7424 
25.62587      80.12376      166.6488      218.4172 
26.5      89.71429      165.2151      230.3977 
27.57143      90.83267      165.4584       229.403 
25.19298      85.26154      166.4636      227.5417 
26.75325      89.89773      165.4945       227.871 
25.61017      80.84615      166.2383      223.2958 
25.31818      90.23649      165.2302      229.2131 
26.23973            84      165.8781      225.2449 
25.54331      86.33803      165.9156      230.0727 
26.73171      91.12946      169.7782      231.1143 
26.15789      90.06475      165.1812      229.1404 
27      89.84536      165.5028         228.2 
25.65789      88.75342      165.5799           225 
26.73171      88.58416      165.1139      230.4583 
26.21429      89.30612      165.3435      230.4091 
26.33333      90.42424       165.099      229.6196 
25.5614      89.62857      165.1657      231.1765 
26.87805      90.52174      165.0372      230.0575 
27.97826      90.76821      165.3489      228.4146 
26.7069      90.45205      165.4525      230.5784 
26.36207       90.2551      164.9613      230.7051 
25.70588      90.09821       165.259      229.9333 
26.63158      90.94915      165.6991      230.2105 
26.82609      89.32558      165.3313      230.1333 
26.70423      88.89247      165.6982      226.9333 
26.725      90.64423      165.4855      230.7815 
27.5814      89.72527      165.4659      227.4375 
27.04255      90.90909      165.5852      228.5132 
26.68421        90.392       165.834      230.3053 
26.40909      89.56122      165.4442      230.3529 
27.32812      89.04274      165.5717      226.6122 
26.61404         89.81      165.6343      229.0364 
26.08108      89.88889      165.6983      229.6324 
26.74576      90.34746      165.8297      229.2143 
26.82353        90.424       165.813        230.65 
27.55      90.98095      165.7979      228.5067 
26.16279      89.22764      165.8012      228.3784 
29.03333      90.88929      166.3983      230.5417 
26.44068      90.49612       165.971      229.6393 
28.57778      91.21143      165.8568      230.6935 
26.91429      90.67424      165.9129      229.3958 
27.34211      90.39189      165.7968      230.5584 
26.23256      91.07634      166.2796      230.7222 
26.88235      89.90741      165.6931         226.7 
26.3125      89.99219      165.8851      230.9605 
25.8      88.67826      165.8431      225.1633 
25.63333      88.72941      166.0598           226 
26.64583      89.98947      165.7292      226.8667 
26.33333      89.13333      166.2074       225.377 
26.27778         90.32      165.9876         226.2 
27.34286            90      166.0672      230.1389 
26.94118      90.02041      165.5518      229.8556 
26.57971       90.1619      165.6816      229.6395 
26.45545            89      165.8653      229.7869 
27.91489      90.21368      165.7931      227.0317 
26.45652      87.66667       166.036      225.8627 
26.02941         92.27      176.0138      232.3028 
26.57778      89.61983      165.6891      229.9701 
26.5      89.76154      165.7921      230.7288 
26.37879      90.56627      165.5996      230.8581 
26.10909      89.13158      165.6637      226.3095 
25.92593      90.02439      165.5271      227.4795 
27.79592      90.37607       165.358      229.3673 
26.72727      89.12069      165.6414      226.0536 
26.03704      89.93694      165.4774      230.1556 
26.64368      88.63063      165.7697      225.5921 
27      91.08784      165.7146      230.1765 
27.33333      91.08368      165.7856      226.6125 
26.51471      90.71212      165.3244      229.5652 
27.11111       90.4939      165.8501      227.5893 
26.62712      89.65169      165.5752      225.9184 
28.10714      90.88722      165.6031      229.6545 
26.28395      89.10191      165.6284       229.551 
25.61364      88.16239       165.662      225.5422 
26.83636      90.05479      165.4048      229.7708 
26.0625      89.71287      165.7808      226.8958 
25.91358      89.50467      165.5792        229.75 
25.87037       90.5913      165.4282      230.1159 
25.94118         88.61      165.2662      225.1316 
26.04494      88.86458      165.5874       229.375 
25.74699      90.06383      165.2947      226.3784 
25.95833         90.51       165.525      229.2162 
25.90654      89.00917      165.2088      230.2778 
26.09639            89       165.251       228.807 
25.73077       89.7619      165.2436      230.3289 
26.30556      89.21094      165.3422      228.0345 
26.39394      89.78824      165.4433      228.2105 
26.28926      87.35644      165.1622      223.7759 
25.87611      89.84821      165.3215      228.1333 
25.49451      90.42553      165.1211         230.2 
26.125      88.96774      165.1012      230.4103 
25.38961      89.60714      165.1594      227.3256 
25.90683      86.37662      165.3386      229.2807 
26.1037      88.16154      164.9032      228.2794 
25.5      89.34375      165.0567      228.5217 
26.30435      87.88764      165.1581      228.9245 
25.91667       90.7619      165.4478      228.8594 
25.5913       88.3871      165.0711      226.4364 
26.02885      89.17647      164.9652      225.4889 
26.50602      89.45745      164.9775      230.1932 
26.39216      90.32727      165.2282      230.8586 
26.82759      90.73864      164.8259      230.1515 
25.6573      87.84868       165.433      227.5417 
26.53061      88.58621      165.1687       227.506 
26.84375      89.01754      165.3011      229.1802 
27.14615      88.73359      166.1919      229.1167 
