56  188  452  628 
43.37755      86.40741      172.5956       229.303 
42.59692      85.69888      172.0149      229.1557 
42.67486      85.87013      172.6697      229.4486 
41.54348      84.15506      170.5273      228.6796 
43.21311      86.57911      172.4096      229.7944 
43.1014      86.87926      173.4677      230.3173 
42.38123      85.01262      171.7239      229.3244 
42.19094      85.23226      171.5662      229.0241 
41.71661      84.88312      171.5799      229.5131 
43.05063       85.8805      172.2264      229.9623 
42.57143      85.53618      172.4831      230.1875 
40.95539      83.78889      170.7294      229.2662 
43.25589      85.69481      171.6548      228.7283 
42.31387      84.82105      171.1491      228.9383 
42.14449      85.21481      171.9324      229.2024 
42.88217      85.44944      171.6295       229.125 
42.66149       85.5377      171.8294      229.4821 
42.49648         85.42      171.6503        229.74 
42.92164       85.4678      171.5263      229.3016 
41.66234      83.31655      166.1058      221.6318 
41.73463      83.88077      170.3586      228.3542 
41.90994      83.86713      170.0473      228.6084 
42.5512      84.05882      170.4731      228.7807 
42.92251      85.23625      171.1785      229.0279 
42.22684      84.58958      170.7727      228.8657 
41.9868      84.05422      170.3802      228.7555 
40.64214      82.51462      169.1613      227.8648 
42.14557      84.60952      171.3541      229.3487 
41.1162      83.93515      169.9013      228.3543 
43.25817      86.68966      173.0403      229.9379 
41.76277      84.16327      170.4171      228.4382 
42.45675      85.13768      171.4011      228.7403 
